"행정구역","2020년_거주자 인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율"
"서울특별시 구로구 (1153000000)","399,864","176,856","          2.26","197,336","202,528","          0.97"
"서울특별시 구로구 신도림동(1153051000)","35,974","13,312","          2.70","17,572","18,402","          0.95"
"서울특별시 구로구 구로제1동(1153052000)","21,069","8,265","          2.55","10,344","10,725","          0.96"
"서울특별시 구로구 구로제2동(1153053000)","24,046","12,316","          1.95","12,144","11,902","          1.02"
"서울특별시 구로구 구로제3동(1153054000)","23,538","12,953","          1.82","11,996","11,542","          1.04"
"서울특별시 구로구 구로제4동(1153055000)","19,980","10,374","          1.93","9,681","10,299","          0.94"
"서울특별시 구로구 구로제5동(1153056000)","29,094","14,505","          2.01","14,113","14,981","          0.94"
"서울특별시 구로구 가리봉동(1153059500)","8,854","5,655","          1.57","4,769","4,085","          1.17"
"서울특별시 구로구 고척제1동(1153072000)","22,933","9,447","          2.43","11,431","11,502","          0.99"
"서울특별시 구로구 고척제2동(1153073000)","27,112","11,430","          2.37","13,413","13,699","          0.98"
"서울특별시 구로구 개봉제1동(1153074000)","34,027","14,687","          2.32","17,005","17,022","          1.00"
"서울특별시 구로구 개봉제2동(1153075000)","31,459","12,379","          2.54","15,348","16,111","          0.95"
"서울특별시 구로구 개봉제3동(1153076000)","20,657","8,701","          2.37","10,104","10,553","          0.96"
"서울특별시 구로구 오류제1동(1153077000)","22,391","11,569","          1.94","10,973","11,418","          0.96"
"서울특별시 구로구 오류제2동(1153078000)","38,710","15,328","          2.53","18,673","20,037","          0.93"
"서울특별시 구로구 수궁동(1153079000)","23,750","9,805","          2.42","11,741","12,009","          0.98"
"서울특별시 구로구 항동(1153080000)","16,270","6,130","          2.65","8,029","8,241","          0.97"
"서울특별시 금천구 (1154500000)","227,968","111,652","          2.04","115,231","112,737","          1.02"
"서울특별시 금천구 가산동(1154551000)","22,635","15,574","          1.45","12,346","10,289","          1.20"
"서울특별시 금천구 독산제1동(1154561000)","41,684","20,726","          2.01","21,426","20,258","          1.06"
"서울특별시 금천구 독산제2동(1154562000)","18,739","9,199","          2.04","9,488","9,251","          1.03"
"서울특별시 금천구 독산제3동(1154563000)","24,055","12,143","          1.98","12,066","11,989","          1.01"
"서울특별시 금천구 독산제4동(1154564000)","15,268","7,440","          2.05","7,704","7,564","          1.02"
"서울특별시 금천구 시흥제1동(1154567000)","33,167","15,647","          2.12","16,558","16,609","          1.00"
"서울특별시 금천구 시흥제2동(1154568000)","21,601","8,188","          2.64","10,412","11,189","          0.93"
"서울특별시 금천구 시흥제3동(1154569000)","10,959","4,646","          2.36","5,446","5,513","          0.99"
"서울특별시 금천구 시흥제4동(1154570000)","20,467","8,899","          2.30","10,144","10,323","          0.98"
"서울특별시 금천구 시흥제5동(1154571000)","19,393","9,190","          2.11","9,641","9,752","          0.99"
"서울특별시 영등포구 (1156000000)","372,301","179,089","          2.08","184,069","188,232","          0.98"
"서울특별시 영등포구 영등포본동(1156051500)","21,062","9,977","          2.11","10,801","10,261","          1.05"
"서울특별시 영등포구 영등포동(1156053500)","27,475","18,473","          1.49","14,733","12,742","          1.16"
"서울특별시 영등포구 여의동(1156054000)","33,182","13,199","          2.51","15,627","17,555","          0.89"
"서울특별시 영등포구 당산제1동(1156055000)","20,382","10,501","          1.94","9,991","10,391","          0.96"
"서울특별시 영등포구 당산제2동(1156056000)","36,986","18,071","          2.05","17,367","19,619","          0.89"
"서울특별시 영등포구 도림동(1156058500)","17,881","9,138","          1.96","8,980","8,901","          1.01"
"서울특별시 영등포구 문래동(1156060500)","32,714","13,016","          2.51","16,021","16,693","          0.96"
"서울특별시 영등포구 양평제1동(1156061000)","17,158","8,953","          1.92","8,455","8,703","          0.97"
"서울특별시 영등포구 양평제2동(1156062000)","22,094","10,090","          2.19","10,976","11,118","          0.99"
"서울특별시 영등포구 신길제1동(1156063000)","17,022","10,089","          1.69","8,641","8,381","          1.03"
"서울특별시 영등포구 신길제3동(1156065000)","16,629","7,437","          2.24","8,193","8,436","          0.97"
"서울특별시 영등포구 신길제4동(1156066000)","11,903","5,433","          2.19","5,907","5,996","          0.99"
"서울특별시 영등포구 신길제5동(1156067000)","10,877","4,749","          2.29","5,276","5,601","          0.94"
"서울특별시 영등포구 신길제6동(1156068000)","17,656","8,375","          2.11","8,613","9,043","          0.95"
"서울특별시 영등포구 신길제7동(1156069000)","19,973","7,667","          2.61","9,973","10,000","          1.00"
"서울특별시 영등포구 대림제1동(1156070000)","14,576","7,000","          2.08","7,228","7,348","          0.98"
"서울특별시 영등포구 대림제2동(1156071000)","12,117","6,719","          1.80","5,953","6,164","          0.97"
"서울특별시 영등포구 대림제3동(1156072000)","22,614","10,202","          2.22","11,334","11,280","          1.00"
"서울특별시 동작구 (1159000000)","385,519","179,903","          2.14","186,499","199,020","          0.94"
"서울특별시 동작구 노량진제1동(1159051000)","31,522","15,280","          2.06","15,724","15,798","          1.00"
"서울특별시 동작구 노량진제2동(1159052000)","12,360","7,219","          1.71","6,350","6,010","          1.06"
"서울특별시 동작구 상도제1동(1159053000)","44,593","21,209","          2.10","21,592","23,001","          0.94"
"서울특별시 동작구 상도제2동(1159054000)","27,431","12,276","          2.23","13,195","14,236","          0.93"
"서울특별시 동작구 상도제3동(1159055000)","24,707","11,795","          2.09","11,806","12,901","          0.92"
"서울특별시 동작구 상도제4동(1159056000)","28,644","13,616","          2.10","13,909","14,735","          0.94"
"서울특별시 동작구 흑석동(1159060500)","31,689","13,829","          2.29","15,450","16,239","          0.95"
"서울특별시 동작구 사당제1동(1159062000)","22,788","13,064","          1.74","10,806","11,982","          0.90"
"서울특별시 동작구 사당제2동(1159063000)","26,681","11,547","          2.31","12,826","13,855","          0.93"
"서울특별시 동작구 사당제3동(1159064000)","24,586","10,241","          2.40","11,923","12,663","          0.94"
"서울특별시 동작구 사당제4동(1159065000)","14,253","7,031","          2.03","6,825","7,428","          0.92"
"서울특별시 동작구 사당제5동(1159065100)","14,530","6,480","          2.24","7,058","7,472","          0.94"
"서울특별시 동작구 대방동(1159066000)","38,392","16,995","          2.26","18,265","20,127","          0.91"
"서울특별시 동작구 신대방제1동(1159067000)","23,416","10,039","          2.33","11,276","12,140","          0.93"
"서울특별시 동작구 신대방제2동(1159068000)","19,927","9,282","          2.15","9,494","10,433","          0.91"
"서울특별시 관악구 (1162000000)","487,471","268,732","          1.81","244,520","242,951","          1.01"
"서울특별시 관악구 보라매동(1162052500)","24,202","12,279","          1.97","11,878","12,324","          0.96"
"서울특별시 관악구 청림동(1162054500)","15,355","6,397","          2.40","7,545","7,810","          0.97"
"서울특별시 관악구 성현동(1162056500)","29,878","12,254","          2.44","14,442","15,436","          0.94"
"서울특별시 관악구 행운동(1162057500)","28,917","17,048","          1.70","14,047","14,870","          0.94"
"서울특별시 관악구 낙성대동(1162058500)","16,771","10,930","          1.53","8,451","8,320","          1.02"
"서울특별시 관악구 청룡동(1162059500)","34,549","22,079","          1.56","16,587","17,962","          0.92"
"서울특별시 관악구 은천동(1162060500)","33,604","15,769","          2.13","16,433","17,171","          0.96"
"서울특별시 관악구 중앙동(1162061500)","15,069","9,487","          1.59","7,191","7,878","          0.91"
"서울특별시 관악구 인헌동(1162062500)","25,844","13,983","          1.85","12,584","13,260","          0.95"
"서울특별시 관악구 남현동(1162063000)","18,145","9,377","          1.94","8,783","9,362","          0.94"
"서울특별시 관악구 서원동(1162064500)","22,542","13,858","          1.63","11,596","10,946","          1.06"
"서울특별시 관악구 신원동(1162065500)","17,959","10,645","          1.69","9,009","8,950","          1.01"
"서울특별시 관악구 서림동(1162066500)","23,364","14,235","          1.64","12,829","10,535","          1.22"
"서울특별시 관악구 신사동(1162068500)","22,402","13,419","          1.67","11,189","11,213","          1.00"
"서울특별시 관악구 신림동(1162069500)","21,411","16,895","          1.27","11,157","10,254","          1.09"
"서울특별시 관악구 난향동(1162071500)","15,475","6,172","          2.51","7,619","7,856","          0.97"
"서울특별시 관악구 조원동(1162072500)","17,244","10,423","          1.65","8,706","8,538","          1.02"
"서울특별시 관악구 대학동(1162073500)","23,251","15,843","          1.47","14,026","9,225","          1.52"
"서울특별시 관악구 삼성동(1162074500)","23,378","10,863","          2.15","11,687","11,691","          1.00"
"서울특별시 관악구 미성동(1162076500)","30,907","13,970","          2.21","15,120","15,787","          0.96"
"서울특별시 관악구 난곡동(1162077500)","27,204","12,806","          2.12","13,641","13,563","          1.01"
"서울특별시 서초구 (1165000000)","416,911","168,057","          2.48","199,575","217,336","          0.92"
"서울특별시 서초구 서초1동(1165051000)","20,620","9,103","          2.27","9,902","10,718","          0.92"
"서울특별시 서초구 서초2동(1165052000)","20,938","9,338","          2.24","9,995","10,943","          0.91"
"서울특별시 서초구 서초3동(1165053000)","31,382","14,234","          2.20","15,288","16,094","          0.95"
"서울특별시 서초구 서초4동(1165053100)","30,794","10,559","          2.92","14,991","15,803","          0.95"
"서울특별시 서초구 잠원동(1165054000)","27,708","11,008","          2.52","13,284","14,424","          0.92"
"서울특별시 서초구 반포본동(1165055000)","11,559","3,894","          2.97","5,481","6,078","          0.90"
"서울특별시 서초구 반포1동(1165056000)","31,631","13,807","          2.29","15,289","16,342","          0.94"
"서울특별시 서초구 반포2동(1165057000)","15,655","4,847","          3.23","7,486","8,169","          0.92"
"서울특별시 서초구 반포3동(1165058000)","21,900","7,452","          2.94","10,421","11,479","          0.91"
